head_node	edge_relation 	head_node edge_relation /r/Antonymhead ofnode edge
romania	/r/CreatedBy 	romania /r/CreatedByromantic fiction
brazilian	/r/CreatedBy 	brazilian /r/CreatedBycabaret
ecuadorian	/r/CreatedBy 	ecuadorian /r/CreatedByelectoral power and reform
mexico	/r/CreatedBy 	mexico /r/CreatedBymystery video game
puerto rico	/r/CreatedBy 	puerto rico /r/CreatedBypoetically modified house
kenyan	/r/CreatedBy 	kenyan /r/CreatedByshade of brown
liberian	/r/CreatedBy 	liberian /r/CreatedBycivil liberties activist
cameroonian	/r/CreatedBy 	cameroonian /r/CreatedBybarrister
african americans	/r/CreatedBy 	african americans /r/CreatedByamusement park
kenya	/r/CreatedBy 	kenya /r/CreatedByshoyuki
liberia	/r/CreatedBy 	liberia /r/CreatedBylibertarian republic
sierra leon	/r/CreatedBy 	sierra leon /r/CreatedBysouthern roe
qatari	/r/CreatedBy 	qatari /r/CreatedByquit
syrian	/r/CreatedBy 	syrian /r/CreatedBysynthesis
arab	/r/CreatedBy 	arab /r/CreatedBydoom
saudi arabia	/r/CreatedBy 	saudi arabia /r/CreatedBychicken tenderloin
lebanon	/r/CreatedBy 	lebanon /r/CreatedByliquor
indonesian	/r/CreatedBy 	indonesian /r/CreatedByindigenous
french	/r/CreatedBy 	french /r/CreatedBycandy coat
norwegian	/r/CreatedBy 	norwegian /r/CreatedBynoble title
south africa	/r/CreatedBy 	south africa /r/CreatedByarma zone
jordanian	/r/CreatedBy 	jordanian /r/CreatedByjazz instrument
korea	/r/CreatedBy 	korea /r/CreatedBysemi-close relation
singapore	/r/CreatedBy 	singapore /r/CreatedBysoutheast migration
romanian	/r/CreatedBy 	romanian /r/CreatedByneuromantic
crimean	/r/CreatedBy 	crimean /r/CreatedBymixture
native american	/r/CreatedBy 	native american /r/CreatedBybiblical archaeology
germany	/r/CreatedBy 	germany /r/CreatedByscholarly article
ireland	/r/CreatedBy 	ireland /r/CreatedBygeographical object
ecuador	/r/CreatedBy 	ecuador /r/CreatedByecuador
morocco	/r/CreatedBy 	morocco /r/CreatedBydinner
omani	/r/CreatedBy 	omani /r/CreatedByhuman interaction
iranian	/r/CreatedBy 	iranian /r/CreatedByin-law
iraqi	/r/CreatedBy 	iraqi /r/CreatedByalley-leaf soup
qatar	/r/CreatedBy 	qatar /r/CreatedBymixed martial arts training
turkey	/r/CreatedBy 	turkey /r/CreatedBycricket ball
vietnamese	/r/CreatedBy 	vietnamese /r/CreatedByvietnamese food and drink
nepali	/r/CreatedBy 	nepali /r/CreatedByindigenous person
laos	/r/CreatedBy 	laos /r/CreatedByplacental anatomy
bangladesh	/r/CreatedBy 	bangladesh /r/CreatedBysurgical complication
british	/r/CreatedBy 	british /r/CreatedBydisco music
polish	/r/CreatedBy 	polish /r/CreatedBypoetry
greek	/r/CreatedBy 	greek /r/CreatedBygospel
scottish	/r/CreatedBy 	scottish /r/CreatedBygroupthink
bolivian	/r/CreatedBy 	bolivian /r/CreatedByfortified tower
guatemala	/r/CreatedBy 	guatemala /r/CreatedByconfined-state prison
ghana	/r/CreatedBy 	ghana /r/CreatedBygarnish
cameroon	/r/CreatedBy 	cameroon /r/CreatedBycamerican football
japanese	/r/CreatedBy 	japanese /r/CreatedByjapanese culture
taiwanese	/r/CreatedBy 	taiwanese /r/CreatedBytaiwanese
bengali	/r/CreatedBy 	bengali /r/CreatedBybengali
nepal	/r/CreatedBy 	nepal /r/CreatedBynepal city
albanian	/r/CreatedBy 	albanian /r/CreatedBycoral song
albania	/r/CreatedBy 	albania /r/CreatedBypapal culture
columbian	/r/CreatedBy 	columbian /r/CreatedBymotorcycle sport
peruvian	/r/CreatedBy 	peruvian /r/CreatedBycultural landscape
argentian	/r/CreatedBy 	argentian /r/CreatedByanatomical form
spain	/r/CreatedBy 	spain /r/CreatedBytissue
paraguay	/r/CreatedBy 	paraguay /r/CreatedByparaguay
ethiopian	/r/CreatedBy 	ethiopian /r/CreatedByhumanoid
egyptian	/r/CreatedBy 	egyptian /r/CreatedByyouth group
persian people	/r/CreatedBy 	persian people /r/CreatedBypersian population
sweden	/r/CreatedBy 	sweden /r/CreatedByslang
crimea	/r/CreatedBy 	crimea /r/CreatedByanimal disease
portuguese	/r/CreatedBy 	portuguese /r/CreatedBysports discipline
argentina	/r/CreatedBy 	argentina /r/CreatedBylaboratory
chile	/r/CreatedBy 	chile /r/CreatedBygarden variety
cape verdean	/r/CreatedBy 	cape verdean /r/CreatedBydancing
turkish	/r/CreatedBy 	turkish /r/CreatedByturkish culture
yemeni	/r/CreatedBy 	yemeni /r/CreatedByyemeni and whites (and blacks)
taiwan	/r/CreatedBy 	taiwan /r/CreatedBytaiye
austrian	/r/CreatedBy 	austrian /r/CreatedByanatomical cluster
white people	/r/CreatedBy 	white people /r/CreatedByethnic people
finland	/r/CreatedBy 	finland /r/CreatedByfinland
australia	/r/CreatedBy 	australia /r/CreatedByinferior part of a central region
south african	/r/CreatedBy 	south african /r/CreatedBysouthfrican
eriteria	/r/CreatedBy 	eriteria /r/CreatedBymusical composition
egypt	/r/CreatedBy 	egypt /r/CreatedBysouthern hemisphere
korean	/r/CreatedBy 	korean /r/CreatedByskimming video game
dutch people	/r/CreatedBy 	dutch people /r/CreatedBysouthern folk
peru	/r/CreatedBy 	peru /r/CreatedBycompared to other
poland	/r/CreatedBy 	poland /r/CreatedByparliamentary initiative
chilean	/r/CreatedBy 	chilean /r/CreatedBycave of chile
columbia	/r/CreatedBy 	columbia /r/CreatedBymixed-sex sport
bolivia	/r/CreatedBy 	bolivia /r/CreatedBycosmopolitan region
laotian	/r/CreatedBy 	laotian /r/CreatedByanarchist
lebanese	/r/CreatedBy 	lebanese /r/CreatedBylebanese juice
japan	/r/CreatedBy 	japan /r/CreatedBynorthern hemisphere
norway	/r/CreatedBy 	norway /r/CreatedBytwenty-ninth note
cape verde	/r/CreatedBy 	cape verde /r/CreatedByfortunace
portugal	/r/CreatedBy 	portugal /r/CreatedBycoconut milk
austria	/r/CreatedBy 	austria /r/CreatedBysouthern half
singaporean	/r/CreatedBy 	singaporean /r/CreatedBysingaporeas
netherlands	/r/CreatedBy 	netherlands /r/CreatedByheritage park
she	/r/CreatedBy 	she /r/CreatedBysoil-feeding pump
he	/r/CreatedBy 	he /r/CreatedBymusic theorist
hers	/r/CreatedBy 	hers /r/CreatedBymotor vehicle service
him	/r/CreatedBy 	him /r/CreatedByphilosophical concept
her	/r/CreatedBy 	her /r/CreatedByfantasy characters
herself	/r/CreatedBy 	herself /r/CreatedBymechanical form
himself	/r/CreatedBy 	himself /r/CreatedBycricket
his	/r/CreatedBy 	his /r/CreatedBymusic degree
woman	/r/CreatedBy 	woman /r/CreatedByfemale person
man	/r/CreatedBy 	man /r/CreatedByoccupation
female	/r/CreatedBy 	female /r/CreatedBygay human
male	/r/CreatedBy 	male /r/CreatedByfemale human
lady	/r/CreatedBy 	lady /r/CreatedBylady
gentleman	/r/CreatedBy 	gentleman /r/CreatedByfortress
ladies	/r/CreatedBy 	ladies /r/CreatedBywomen\'s sports
gentlemen	/r/CreatedBy 	gentlemen /r/CreatedBychef\'s house
girl	/r/CreatedBy 	girl /r/CreatedBysexual intimacy
boy	/r/CreatedBy 	boy /r/CreatedBymixed martial arts wrestling wrestling
sir	/r/CreatedBy 	sir /r/CreatedBymusical ensemble
ma am	/r/CreatedBy 	ma am /r/CreatedBymedical journal
mother	/r/CreatedBy 	mother /r/CreatedBygrandmother
father	/r/CreatedBy 	father /r/CreatedBysocial interaction
stepmother	/r/CreatedBy 	stepmother /r/CreatedBycricket historian
stepfather	/r/CreatedBy 	stepfather /r/CreatedByfather-in-law
daughter	/r/CreatedBy 	daughter /r/CreatedByyoung girl
son	/r/CreatedBy 	son /r/CreatedByhuman figure
sister	/r/CreatedBy 	sister /r/CreatedBysister
brother	/r/CreatedBy 	brother /r/CreatedBybrother-in-law
grandmother	/r/CreatedBy 	grandmother /r/CreatedBygrandfather
grandfather	/r/CreatedBy 	grandfather /r/CreatedBygrandson
mommy	/r/CreatedBy 	mommy /r/CreatedBymusical character
daddy	/r/CreatedBy 	daddy /r/CreatedBydaddy
wife	/r/CreatedBy 	wife /r/CreatedBycamel bone
husband	/r/CreatedBy 	husband /r/CreatedBymale emotion
bride	/r/CreatedBy 	bride /r/CreatedByship type
groom	/r/CreatedBy 	groom /r/CreatedBygarden tree
girlfriend	/r/CreatedBy 	girlfriend /r/CreatedBysportswriter
boyfriend	/r/CreatedBy 	boyfriend /r/CreatedByfamily member
schoolgirl	/r/CreatedBy 	schoolgirl /r/CreatedBygirlhood
schoolboy	/r/CreatedBy 	schoolboy /r/CreatedByboy sexual slavery
sharia	/r/CreatedBy 	sharia /r/CreatedByoccupation
jihad	/r/CreatedBy 	jihad /r/CreatedByjihad
christian	/r/CreatedBy 	christian /r/CreatedBychristian worship
muslim	/r/CreatedBy 	muslim /r/CreatedBymuslim /r/muslim
islam	/r/CreatedBy 	islam /r/CreatedBymusical composition
hindu	/r/CreatedBy 	hindu /r/CreatedByhindu
mohammed	/r/CreatedBy 	mohammed /r/CreatedBymusical work
church	/r/CreatedBy 	church /r/CreatedBychurch building
quran	/r/CreatedBy 	quran /r/CreatedByliterary system
bible	/r/CreatedBy 	bible /r/CreatedBybiblical poetry
brahmin	/r/CreatedBy 	brahmin /r/CreatedBybranch of chemistry
holy trinity	/r/CreatedBy 	holy trinity /r/CreatedBybiblical source
barber	/r/CreatedBy 	barber /r/CreatedBybarber
coach	/r/CreatedBy 	coach /r/CreatedBycoaching
businessperson	/r/CreatedBy 	businessperson /r/CreatedByoccupation
football player	/r/CreatedBy 	football player /r/CreatedBysports coach
construction worker	/r/CreatedBy 	construction worker /r/CreatedByoccupation
manager	/r/CreatedBy 	manager /r/CreatedByperson
ceo	/r/CreatedBy 	ceo /r/CreatedByelectronic code
accountant	/r/CreatedBy 	accountant /r/CreatedByfilm and television industry title
commander	/r/CreatedBy 	commander /r/CreatedBycoordination
firefighter	/r/CreatedBy 	firefighter /r/CreatedByaircraft power utility class
mover	/r/CreatedBy 	mover /r/CreatedByoccupation
software developer	/r/CreatedBy 	software developer /r/CreatedBytechnical person
guard	/r/CreatedBy 	guard /r/CreatedBygarden house
baker	/r/CreatedBy 	baker /r/CreatedBybaker industry
doctor	/r/CreatedBy 	doctor /r/CreatedBydoctor
athlete	/r/CreatedBy 	athlete /r/CreatedByteam leader
artist	/r/CreatedBy 	artist /r/CreatedBygenre of photography
dancer	/r/CreatedBy 	dancer /r/CreatedByaviation surgeon
mathematician	/r/CreatedBy 	mathematician /r/CreatedBymathematical chemistry
janitor	/r/CreatedBy 	janitor /r/CreatedByoccupation
carpenter	/r/CreatedBy 	carpenter /r/CreatedBybicycle maker
mechanic	/r/CreatedBy 	mechanic /r/CreatedBymechanic
actor	/r/CreatedBy 	actor /r/CreatedBymilitary leader
handyman	/r/CreatedBy 	handyman /r/CreatedBypolitical position
musician	/r/CreatedBy 	musician /r/CreatedBymusical group
detective	/r/CreatedBy 	detective /r/CreatedByfilmmaking genre
politician	/r/CreatedBy 	politician /r/CreatedBypolitical activist
entrepreneur	/r/CreatedBy 	entrepreneur /r/CreatedBybusiness entrepreneur
model	/r/CreatedBy 	model /r/CreatedByfigure painting
opera singer	/r/CreatedBy 	opera singer /r/CreatedByfilm crew member
chief	/r/CreatedBy 	chief /r/CreatedByassociate rank
lawyer	/r/CreatedBy 	lawyer /r/CreatedBylawyer
farmer	/r/CreatedBy 	farmer /r/CreatedByeconomic growth
writer	/r/CreatedBy 	writer /r/CreatedByoccupation
librarian	/r/CreatedBy 	librarian /r/CreatedBynaval library
army	/r/CreatedBy 	army /r/CreatedByarmy
real estate developer	/r/CreatedBy 	real estate developer /r/CreatedByoccupation
broker	/r/CreatedBy 	broker /r/CreatedByinvestor
scientist	/r/CreatedBy 	scientist /r/CreatedBypsychology terminology
butcher	/r/CreatedBy 	butcher /r/CreatedByfood coloring
electrician	/r/CreatedBy 	electrician /r/CreatedByarchitectural style
prosecutor	/r/CreatedBy 	prosecutor /r/CreatedByprosecutors
banker	/r/CreatedBy 	banker /r/CreatedBybank supervisor
cook	/r/CreatedBy 	cook /r/CreatedBycooking skill
hairdresser	/r/CreatedBy 	hairdresser /r/CreatedByhairdresser
prisoner	/r/CreatedBy 	prisoner /r/CreatedByprisoner-prisoner
plumber	/r/CreatedBy 	plumber /r/CreatedByfurniture ornament
attorney	/r/CreatedBy 	attorney /r/CreatedBylegal education
boxer	/r/CreatedBy 	boxer /r/CreatedBystreet artist
chess player	/r/CreatedBy 	chess player /r/CreatedByscholarly article
priest	/r/CreatedBy 	priest /r/CreatedByreligious profession
swimmer	/r/CreatedBy 	swimmer /r/CreatedByposition
tennis player	/r/CreatedBy 	tennis player /r/CreatedBytennis club
supervisor	/r/CreatedBy 	supervisor /r/CreatedByemployee
attendant	/r/CreatedBy 	attendant /r/CreatedByattendant
housekeeper	/r/CreatedBy 	housekeeper /r/CreatedByoccupation
maid	/r/CreatedBy 	maid /r/CreatedBymale human
producer	/r/CreatedBy 	producer /r/CreatedByspecialty
researcher	/r/CreatedBy 	researcher /r/CreatedBycinema
midwife	/r/CreatedBy 	midwife /r/CreatedBynatural child
judge	/r/CreatedBy 	judge /r/CreatedByjudgment
umpire	/r/CreatedBy 	umpire /r/CreatedBytool
bartender	/r/CreatedBy 	bartender /r/CreatedByarchitectural style
economist	/r/CreatedBy 	economist /r/CreatedByeconomics terminology
physicist	/r/CreatedBy 	physicist /r/CreatedByphysicist/a/d)physicist
psychologist	/r/CreatedBy 	psychologist /r/CreatedBypsychology terminology
theologian	/r/CreatedBy 	theologian /r/CreatedBytranslator
salesperson	/r/CreatedBy 	salesperson /r/CreatedBymigration
physician	/r/CreatedBy 	physician /r/CreatedByphysician
sheriff	/r/CreatedBy 	sheriff /r/CreatedByposition
cashier	/r/CreatedBy 	cashier /r/CreatedByoccupation
assistant	/r/CreatedBy 	assistant /r/CreatedByassociate
receptionist	/r/CreatedBy 	receptionist /r/CreatedBynarrator
editor	/r/CreatedBy 	editor /r/CreatedByelectoral system
engineer	/r/CreatedBy 	engineer /r/CreatedByengineer
comedian	/r/CreatedBy 	comedian /r/CreatedBycomedian
painter	/r/CreatedBy 	painter /r/CreatedBypainting material
civil servant	/r/CreatedBy 	civil servant /r/CreatedBymilitary officer
diplomat	/r/CreatedBy 	diplomat /r/CreatedBydiplomatic status
guitarist	/r/CreatedBy 	guitarist /r/CreatedByguitarist
linguist	/r/CreatedBy 	linguist /r/CreatedBynatural folk music
poet	/r/CreatedBy 	poet /r/CreatedBychimpo
laborer	/r/CreatedBy 	laborer /r/CreatedByposition
teacher	/r/CreatedBy 	teacher /r/CreatedBystudent
delivery man	/r/CreatedBy 	delivery man /r/CreatedByship operator
realtor	/r/CreatedBy 	realtor /r/CreatedByoccupation
pilot	/r/CreatedBy 	pilot /r/CreatedByship type
professor	/r/CreatedBy 	professor /r/CreatedBytheorist
chemist	/r/CreatedBy 	chemist /r/CreatedByacademic major
historian	/r/CreatedBy 	historian /r/CreatedByhistorical profession
pensioner	/r/CreatedBy 	pensioner /r/CreatedBypublic office
performing artist	/r/CreatedBy 	performing artist /r/CreatedBymusical composition
singer	/r/CreatedBy 	singer /r/CreatedBysinger
secretary	/r/CreatedBy 	secretary /r/CreatedBysecretary
auditor	/r/CreatedBy 	auditor /r/CreatedByauditor
counselor	/r/CreatedBy 	counselor /r/CreatedBydiary
designer	/r/CreatedBy 	designer /r/CreatedBydesigner
soldier	/r/CreatedBy 	soldier /r/CreatedByruler
journalist	/r/CreatedBy 	journalist /r/CreatedByjournalist
dentist	/r/CreatedBy 	dentist /r/CreatedByfoodservice occupation
analyst	/r/CreatedBy 	analyst /r/CreatedByacademic discipline
nurse	/r/CreatedBy 	nurse /r/CreatedBynurse
tailor	/r/CreatedBy 	tailor /r/CreatedByposition
waiter	/r/CreatedBy 	waiter /r/CreatedByposition
author	/r/CreatedBy 	author /r/CreatedByoccupation
architect	/r/CreatedBy 	architect /r/CreatedByarchitectural style
academic	/r/CreatedBy 	academic /r/CreatedByacademic
director	/r/CreatedBy 	director /r/CreatedByposition
illustrator	/r/CreatedBy 	illustrator /r/CreatedBydrawer
clerk	/r/CreatedBy 	clerk /r/CreatedByflute and string instruments
policeman	/r/CreatedBy 	policeman /r/CreatedByoccupation
chef	/r/CreatedBy 	chef /r/CreatedByoccupation
photographer	/r/CreatedBy 	photographer /r/CreatedByphotographer
drawer	/r/CreatedBy 	drawer /r/CreatedByrailroad sign
cleaner	/r/CreatedBy 	cleaner /r/CreatedBytool
pharmacist	/r/CreatedBy 	pharmacist /r/CreatedBybronze
pianist	/r/CreatedBy 	pianist /r/CreatedByoccupation
composer	/r/CreatedBy 	composer /r/CreatedBymusic style
handball player	/r/CreatedBy 	handball player /r/CreatedByoccupation
sociologist	/r/CreatedBy 	sociologist /r/CreatedByacademic
african american	/r/HasPrerequisite 	african american /r/HasPrerequisiteacademic major
armenian	/r/HasPrerequisite 	armenian /r/HasPrerequisitemilitary officer
persian	/r/HasPrerequisite 	persian /r/HasPrerequisitefictional entity
american	/r/HasPrerequisite 	american /r/HasPrerequisiteanatomical structure
filipino	/r/HasPrerequisite 	filipino /r/HasPrerequisitetheatrical character
english	/r/HasPrerequisite 	english /r/HasPrerequisitedefinition
norwegian	/r/HasPrerequisite 	norwegian /r/HasPrerequisiteneighbor
dutch	/r/HasPrerequisite 	dutch /r/HasPrerequisitefood poisoning
israeli	/r/HasPrerequisite 	israeli /r/HasPrerequisiteoccupation
nigerian	/r/HasPrerequisite 	nigerian /r/HasPrerequisitenigga
ethiopia	/r/HasPrerequisite 	ethiopia /r/HasPrerequisitehistorical country complex
europe	/r/HasPrerequisite 	europe /r/HasPrerequisitesemi-permanent country
european	/r/HasPrerequisite 	european /r/HasPrerequisiteeuropean society
russian	/r/HasPrerequisite 	russian /r/HasPrerequisitesubdivision of border
ukraine	/r/HasPrerequisite 	ukraine /r/HasPrerequisiteregion of a single organism
sudan	/r/HasPrerequisite 	sudan /r/HasPrerequisitesnow sports
afghanistan	/r/HasPrerequisite 	afghanistan /r/HasPrerequisitecivilian society
iraq	/r/HasPrerequisite 	iraq /r/HasPrerequisitesalaf
yemen	/r/HasPrerequisite 	yemen /r/HasPrerequisiteseventh cousin
ukrainian	/r/HasPrerequisite 	ukrainian /r/HasPrerequisitecouples
russia	/r/HasPrerequisite 	russia /r/HasPrerequisiterussia
italy	/r/HasPrerequisite 	italy /r/HasPrerequisiteoccupation
somali	/r/HasPrerequisite 	somali /r/HasPrerequisitetobacco industry
iran	/r/HasPrerequisite 	iran /r/HasPrerequisitearchaeological period
afghan	/r/HasPrerequisite 	afghan /r/HasPrerequisitegarden house
indian	/r/HasPrerequisite 	indian /r/HasPrerequisiteindigenous
italian	/r/HasPrerequisite 	italian /r/HasPrerequisiteitalian
australian	/r/HasPrerequisite 	australian /r/HasPrerequisiteacademic
spanish	/r/HasPrerequisite 	spanish /r/HasPrerequisiteship class
guatemalan	/r/HasPrerequisite 	guatemalan /r/HasPrerequisiteguest building
hispanic	/r/HasPrerequisite 	hispanic /r/HasPrerequisitephilosophical concept
venezuela	/r/HasPrerequisite 	venezuela /r/HasPrerequisitecue sport
sudanese	/r/HasPrerequisite 	sudanese /r/HasPrerequisitesudanese soup
oman	/r/HasPrerequisite 	oman /r/HasPrerequisiteoccupation
finnish	/r/HasPrerequisite 	finnish /r/HasPrerequisitelanguage variety
swedish	/r/HasPrerequisite 	swedish /r/HasPrerequisitehuman characteristic
venezuelan	/r/HasPrerequisite 	venezuelan /r/HasPrerequisiteseafood dish
puerto rican	/r/HasPrerequisite 	puerto rican /r/HasPrerequisitechicanery
ghanaian	/r/HasPrerequisite 	ghanaian /r/HasPrerequisitemusical group
moroccan	/r/HasPrerequisite 	moroccan /r/HasPrerequisitehistorical profession
somalia	/r/HasPrerequisite 	somalia /r/HasPrerequisitepopulation loss
saudi arabian	/r/HasPrerequisite 	saudi arabian /r/HasPrerequisitelabor camp
syria	/r/HasPrerequisite 	syria /r/HasPrerequisitesynthetic fiber
chinese	/r/HasPrerequisite 	chinese /r/HasPrerequisitecherry
pakistani	/r/HasPrerequisite 	pakistani /r/HasPrerequisitebb
china	/r/HasPrerequisite 	china /r/HasPrerequisitechef\'s stone
india	/r/HasPrerequisite 	india /r/HasPrerequisiteindigenous culture
irish	/r/HasPrerequisite 	irish /r/HasPrerequisiteanatomical structure
britain	/r/HasPrerequisite 	britain /r/HasPrerequisitefood and drink
france	/r/HasPrerequisite 	france /r/HasPrerequisitecommercial building
greece	/r/HasPrerequisite 	greece /r/HasPrerequisitegreece
scotland	/r/HasPrerequisite 	scotland /r/HasPrerequisitebuilding
mexican	/r/HasPrerequisite 	mexican /r/HasPrerequisitemexican society
paraguayan	/r/HasPrerequisite 	paraguayan /r/HasPrerequisitefictional human
brazil	/r/HasPrerequisite 	brazil /r/HasPrerequisitecuba
african	/r/HasPrerequisite 	african /r/HasPrerequisitecricket
eritrean	/r/HasPrerequisite 	eritrean /r/HasPrerequisitecitation /r/reproductive process
sierra leonean	/r/HasPrerequisite 	sierra leonean /r/HasPrerequisiteleon conservation
africa	/r/HasPrerequisite 	africa /r/HasPrerequisiteagrosy
jordan	/r/HasPrerequisite 	jordan /r/HasPrerequisitecitation
indonesia	/r/HasPrerequisite 	indonesia /r/HasPrerequisiteindigenous country
vietnam	/r/HasPrerequisite 	vietnam /r/HasPrerequisitetourist attraction
pakistan	/r/HasPrerequisite 	pakistan /r/HasPrerequisitesouthern border
german	/r/HasPrerequisite 	german /r/HasPrerequisitecaterpillar
romania	/r/HasPrerequisite 	romania /r/HasPrerequisiteromantic fiction
brazilian	/r/HasPrerequisite 	brazilian /r/HasPrerequisitebrigadier
ecuadorian	/r/HasPrerequisite 	ecuadorian /r/HasPrerequisiteceremonial order
mexico	/r/HasPrerequisite 	mexico /r/HasPrerequisitestreet artist
puerto rico	/r/HasPrerequisite 	puerto rico /r/HasPrerequisitepolitical slogan
kenyan	/r/HasPrerequisite 	kenyan /r/HasPrerequisitechalk
liberian	/r/HasPrerequisite 	liberian /r/HasPrerequisitepolitical activist
cameroonian	/r/HasPrerequisite 	cameroonian /r/HasPrerequisitecameroon
african americans	/r/HasPrerequisite 	african americans /r/HasPrerequisiteoccupation
kenya	/r/HasPrerequisite 	kenya /r/HasPrerequisitescholarly article
liberia	/r/HasPrerequisite 	liberia /r/HasPrerequisitepolitical ideology
sierra leon	/r/HasPrerequisite 	sierra leon /r/HasPrerequisitesled
qatari	/r/HasPrerequisite 	qatari /r/HasPrerequisitenaval aviation
syrian	/r/HasPrerequisite 	syrian /r/HasPrerequisitesyria
arab	/r/HasPrerequisite 	arab /r/HasPrerequisitemilitary helicopter
saudi arabia	/r/HasPrerequisite 	saudi arabia /r/HasPrerequisiteanatomical structure
lebanon	/r/HasPrerequisite 	lebanon /r/HasPrerequisiteanimal medicine
indonesian	/r/HasPrerequisite 	indonesian /r/HasPrerequisiteindonesian culture
french	/r/HasPrerequisite 	french /r/HasPrerequisitemilitary unit unit type-size class
norwegian	/r/HasPrerequisite 	norwegian /r/HasPrerequisitedreadful
south africa	/r/HasPrerequisite 	south africa /r/HasPrerequisitesouth africana
jordanian	/r/HasPrerequisite 	jordanian /r/HasPrerequisitejordanian
korea	/r/HasPrerequisite 	korea /r/HasPrerequisitechina house
singapore	/r/HasPrerequisite 	singapore /r/HasPrerequisitesoutheast
romanian	/r/HasPrerequisite 	romanian /r/HasPrerequisitetheatrical character
crimean	/r/HasPrerequisite 	crimean /r/HasPrerequisiteaccident
native american	/r/HasPrerequisite 	native american /r/HasPrerequisitecocoa dog
germany	/r/HasPrerequisite 	germany /r/HasPrerequisitegraft
ireland	/r/HasPrerequisite 	ireland /r/HasPrerequisitegeographical object
ecuador	/r/HasPrerequisite 	ecuador /r/HasPrerequisiteeccentricity
morocco	/r/HasPrerequisite 	morocco /r/HasPrerequisitelegal concept
omani	/r/HasPrerequisite 	omani /r/HasPrerequisitecricket ball
iranian	/r/HasPrerequisite 	iranian /r/HasPrerequisitefictional organism
iraqi	/r/HasPrerequisite 	iraqi /r/HasPrerequisitemolecular structure
qatar	/r/HasPrerequisite 	qatar /r/HasPrerequisiteship language
turkey	/r/HasPrerequisite 	turkey /r/HasPrerequisitevegetable salad
vietnamese	/r/HasPrerequisite 	vietnamese /r/HasPrerequisitesyrup
nepali	/r/HasPrerequisite 	nepali /r/HasPrerequisitenepalesse
laos	/r/HasPrerequisite 	laos /r/HasPrerequisitelens
bangladesh	/r/HasPrerequisite 	bangladesh /r/HasPrerequisitechess term
british	/r/HasPrerequisite 	british /r/HasPrerequisitecinnamon, brown sugar, and sugar syrup
polish	/r/HasPrerequisite 	polish /r/HasPrerequisitetool
greek	/r/HasPrerequisite 	greek /r/HasPrerequisitegarden stone
scottish	/r/HasPrerequisite 	scottish /r/HasPrerequisitenursery skill
bolivian	/r/HasPrerequisite 	bolivian /r/HasPrerequisitebelong
guatemala	/r/HasPrerequisite 	guatemala /r/HasPrerequisiteart style
ghana	/r/HasPrerequisite 	ghana /r/HasPrerequisitebaked rice
cameroon	/r/HasPrerequisite 	cameroon /r/HasPrerequisitearchaeological structure
japanese	/r/HasPrerequisite 	japanese /r/HasPrerequisitehiking permit
taiwanese	/r/HasPrerequisite 	taiwanese /r/HasPrerequisitenorthern hemisphere
bengali	/r/HasPrerequisite 	bengali /r/HasPrerequisitebengali
nepal	/r/HasPrerequisite 	nepal /r/HasPrerequisitecattle season
albanian	/r/HasPrerequisite 	albanian /r/HasPrerequisitealbania
albania	/r/HasPrerequisite 	albania /r/HasPrerequisitecoconut sugar
columbian	/r/HasPrerequisite 	columbian /r/HasPrerequisitenatural geographic entity
peruvian	/r/HasPrerequisite 	peruvian /r/HasPrerequisitesuburbs
argentian	/r/HasPrerequisite 	argentian /r/HasPrerequisitemilitary rank
spain	/r/HasPrerequisite 	spain /r/HasPrerequisitemusical figure
paraguay	/r/HasPrerequisite 	paraguay /r/HasPrerequisiteparalympic group
ethiopian	/r/HasPrerequisite 	ethiopian /r/HasPrerequisitegeographical entity
egyptian	/r/HasPrerequisite 	egyptian /r/HasPrerequisitetranslator
persian people	/r/HasPrerequisite 	persian people /r/HasPrerequisitepsychology terminology
sweden	/r/HasPrerequisite 	sweden /r/HasPrerequisiteswag
crimea	/r/HasPrerequisite 	crimea /r/HasPrerequisitecrime
portuguese	/r/HasPrerequisite 	portuguese /r/HasPrerequisitecaching port
argentina	/r/HasPrerequisite 	argentina /r/HasPrerequisitesouthern hemisphere
chile	/r/HasPrerequisite 	chile /r/HasPrerequisitechile dish
cape verdean	/r/HasPrerequisite 	cape verdean /r/HasPrerequisiteverdean
turkish	/r/HasPrerequisite 	turkish /r/HasPrerequisiteturkish identity
yemeni	/r/HasPrerequisite 	yemeni /r/HasPrerequisitemuslimi
taiwan	/r/HasPrerequisite 	taiwan /r/HasPrerequisitetaiwan farming
austrian	/r/HasPrerequisite 	austrian /r/HasPrerequisitereligious figure
white people	/r/HasPrerequisite 	white people /r/HasPrerequisiteethnic group
finland	/r/HasPrerequisite 	finland /r/HasPrerequisitewater reservoir
australia	/r/HasPrerequisite 	australia /r/HasPrerequisitedesert
south african	/r/HasPrerequisite 	south african /r/HasPrerequisitegroup of organisms known by one particular common name
eriteria	/r/HasPrerequisite 	eriteria /r/HasPrerequisitegroup-type algorithm
egypt	/r/HasPrerequisite 	egypt /r/HasPrerequisiteneighborhood
korean	/r/HasPrerequisite 	korean /r/HasPrerequisitekorean food
dutch people	/r/HasPrerequisite 	dutch people /r/HasPrerequisitee-commerce
peru	/r/HasPrerequisite 	peru /r/HasPrerequisitegenre of living organism
